2023-06-27 20:12:53,130 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[E:\FPTAptech\SEM4\T2108E\apache-activemq-5.18.1-bin\apache-activemq-5.18.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-06-27 20:12:53,138 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[E:\FPTAptech\SEM4\T2108E\apache-activemq-5.18.1-bin\apache-activemq-5.18.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-06-27 20:12:53,162 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | WrapperSimpleAppMain
2023-06-27 20:12:53,162 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2023-06-27 20:12:53,728 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-06-27 20:12:53,728 | INFO  | PListStore:[E:\FPTAptech\SEM4\T2108E\apache-activemq-5.18.1-bin\apache-activemq-5.18.1\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2023-06-27 20:12:53,728 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-06-27 20:12:53,728 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-06-27 20:12:53,929 | INFO  | Apache ActiveMQ 5.18.1 (localhost, ID:DESKTOP-PNA3F89-57897-1687871573738-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-06-27 20:12:53,961 | INFO  | Listening for connections at: tcp://DESKTOP-PNA3F89:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2023-06-27 20:12:53,961 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-06-27 20:12:53,965 | INFO  | Listening for connections at: amqp://DESKTOP-PNA3F89:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2023-06-27 20:12:53,965 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-06-27 20:12:53,970 | INFO  | Listening for connections at: stomp://DESKTOP-PNA3F89:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2023-06-27 20:12:53,970 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-06-27 20:12:53,974 | INFO  | Listening for connections at: mqtt://DESKTOP-PNA3F89:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2023-06-27 20:12:53,974 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-06-27 20:12:53,979 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2023-06-27 20:12:54,010 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2023-06-27 20:12:54,050 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@2df95fed{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2023-06-27 20:12:54,100 | INFO  | Listening for connections at ws://DESKTOP-PNA3F89:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2023-06-27 20:12:54,101 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2023-06-27 20:12:54,101 | INFO  | Apache ActiveMQ 5.18.1 (localhost, ID:DESKTOP-PNA3F89-57897-1687871573738-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-06-27 20:12:54,101 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2023-06-27 20:12:54,580 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2023-06-27 20:12:54,580 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2023-06-27 20:40:30,443 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp1370787777-48
2023-06-27 21:03:20,756 | INFO  | Apache ActiveMQ 5.18.1 (localhost, ID:DESKTOP-PNA3F89-57897-1687871573738-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-20
2023-06-27 21:03:20,759 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-20
